SKU,Product Title (gemini recommended),SEO Title,Focus Keywords,SEO Meta Description,Brand,product-slug,product Tags,Image Alt Text
P00059,"BYOMA Original Balancing Face Mist, 100 ml, pH Balanced Facial Toner with Ceramides, Vegan, Refreshing Facial Treatment",BYOMA Original Balancing Face Mist | BYOMA,"and, refreshing, ph, treatment, with","Shop BYOMA Original Balancing Face Mist, 100 ml, pH Balanced Facial Toner with Ceramides, Vegan, Refreshing Facial Treatment at Pay4more. Lightweight pH bala...",BYOMA,byoma-original-balancing-face-mist-100-ml-ph-balanced-facial-toner-with-ceramides-vegan-refreshing-facial-treatment,"facial, skin, refreshing, balanced, with, face, treatment","BYOMA Original Balancing Face Mist, 100 ml, pH Balanced Facial Toner with Ceramides, Vegan, Refreshing Facial Treatment - BYOMA"
P00060,Matte Monoi Butter Blush,Matte Monoi Butter Blush | Beauty Brand,"for, matte, blush, monoi, multiple",Shop Matte Monoi Butter Blush at Pay4more. Luxurious matte finish blush infused with nourishing Monoi butter. Creamy texture blends seamlessly for a natural ...,Beauty Brand,matte-monoi-butter-blush,"matte, blush, monoi",Matte Monoi Butter Blush - Beauty Brand
P00061,BYOMA Mini Gel Cream Moisturizer - 0.68 fl oz,BYOMA Mini Gel Cream Moisturizer - 0.68 fl oz | BYOMA,"gel, to, byoma, provides, gel-cream",Shop BYOMA Mini Gel Cream Moisturizer - 0.68 fl oz at Pay4more. Travel-size version of the popular moisturizing gel cream. Features Tri-Ceramide Complex to s...,BYOMA,byoma-mini-gel-cream-moisturizer---068-fl-oz,,BYOMA Mini Gel Cream Moisturizer - 0.68 fl oz - BYOMA
P00062,Jellyfish Marble Claw Clip - Latte,Jellyfish Marble Claw Clip - Latte | Fashion Brand,"for, claw, clip, marble, latte",Shop Jellyfish Marble Claw Clip - Latte at Pay4more. Trendy jellyfish-inspired claw clip in marble latte pattern. Features unique flowing tentacle design tha...,Fashion Brand,jellyfish-marble-claw-clip---latte,"marble, claw, latte, clip",Jellyfish Marble Claw Clip - Latte - Fashion Brand
P00062,Jellyfish Marble Claw Clip - Latte,Jellyfish Marble Claw Clip - Latte | The Hair Edit,"claw, clip, and, latte, marble",Shop Jellyfish Marble Claw Clip - Latte at Pay4more. Sophisticated tortoise claw clip with refined shape elevates your half-up or up-do. Features chic latte ...,The Hair Edit,jellyfish-marble-claw-clip---latte,"latte, half-up, clip, marble, claw",Jellyfish Marble Claw Clip - Latte - The Hair Edit
P00064,"Monster Jam, Official Pirates Curse Monster Truck, Die-Cast Vehicle, 1:64 Scale, Kids Toys for Boys Ages 3 and up",Monster Jam | Monster Jam,"monster, and, jam, for, 1:64","Shop Monster Jam, Official Pirates Curse Monster Truck, Die-Cast Vehicle, 1:64 Scale, Kids Toys for Boys Ages 3 and up at Pay4more. Official Monster Jam Pira...",Monster Jam,monster-jam-official-pirates-curse-monster-truck-die-cast-vehicle-164-scale-kids-toys-for-boys-ages-3-and-up,"monster, official, ages, 1:64, die-cast, pirates, boys, curse","Monster Jam, Official Pirates Curse Monster Truck, Die-Cast Vehicle, 1:64 Scale, Kids Toys for Boys Ages 3 and up - Monster Jam"
P00066,Not Your Mother's Curl Talk Bond Building Shampoo and Conditioner (2-Pack) - 8 fl oz - Strengthening Shampoo and Conditioner Set for Curly Hair,Not Your Mother's Curl Talk Bond Building Shampoo and Con...,"and, for, shampoo, conditioner, curl",Shop Not Your Mother's Curl Talk Bond Building Shampoo and Conditioner (2-Pack) - 8 fl oz - Strengthening Shampoo and Conditioner Set for Curly Hair at Pay4m...,Not Your Mother's,not-your-mothers-curl-talk-bond-building-shampoo-and-conditioner-2-pack---8-fl-oz---strengthening-shampoo-and-conditioner-set-for-curly-hair,"hair., shampoo, bond, curly, conditioner, curl, building",Not Your Mother's Curl Talk Bond Building Shampoo and Conditioner (2-Pack) - 8 fl oz - Strengthening Shampoo and Conditioner Set for Curly Hair - Not Your Mother's
P00067,Power Grip Primer,Power Grip Primer | e.l.f. Cosmetics,"with, skin, primer, and, for",Shop Power Grip Primer at Pay4more. Gel-based face primer that grips makeup for long-lasting wear. Creates a smooth canvas while minimizing pores. Hydrating ...,e.l.f. Cosmetics,power-grip-primer,"skin, primer, with",Power Grip Primer - e.l.f. Cosmetics
P00068,Babassu Oil And Mint Deep Conditioner,Babassu Oil And Mint Deep Conditioner | Hair Care Brand,"and, babassu, mint, deep, conditioner",Shop Babassu Oil And Mint Deep Conditioner at Pay4more. Invigorating deep conditioner with Babassu Oil and Peppermint. Provides intense moisture while stimul...,Hair Care Brand,babassu-oil-and-mint-deep-conditioner,"hair, deep, conditioner, mint, babassu",Babassu Oil And Mint Deep Conditioner - Hair Care Brand
P00069,"Vintage 1980's Magic 8 Ball Classic Mattel Toy Fortune Teller (30188, 1186)",Vintage 1980's Magic 8 Ball Classic Mattel Toy Fortune Te...,"vintage, magic, 8, ball, classic","Shop Vintage 1980's Magic 8 Ball Classic Mattel Toy Fortune Teller (30188, 1186) at Pay4more. Authentic vintage 1980s Magic 8 Ball by Mattel. Classic fortune...",Mattel,vintage-1980s-magic-8-ball-classic-mattel-toy-fortune-teller-30188-1186,"magic, vintage, condition., classic, ball","Vintage 1980's Magic 8 Ball Classic Mattel Toy Fortune Teller (30188, 1186) - Mattel"
P00070,Speedo Goggle 3-Pack,Speedo Goggle 3-Pack | Speedo,"and, goggle, includes, for, various",Shop Speedo Goggle 3-Pack at Pay4more. Professional swimming goggle set includes 3 pairs with different tints. Anti-fog coating and UV protection. Soft silic...,Speedo,speedo-goggle-3-pack,"includes, goggle",Speedo Goggle 3-Pack - Speedo
P00071,Pout Clout Lip Plumping Pen,Pout Clout Lip Plumping Pen | e.l.f. Cosmetics,"and, with, lip, pen, pout","Shop Pout Clout Lip Plumping Pen at Pay4more. 3-in-1 lip plumper, gloss and balm with cooling tingle. Infused with blueberry, watermelon and pomegranate extr...",e.l.f. Cosmetics,pout-clout-lip-plumping-pen,with,Pout Clout Lip Plumping Pen - e.l.f. Cosmetics
P00072,"NYX PROFESSIONAL MAKEUP Fat Oil, Lip Oil, 12HR Hydration",NYX PROFESSIONAL MAKEUP Fat Oil | NYX Professional Makeup,"with, fat, oil,, lip, hydration","Shop NYX PROFESSIONAL MAKEUP Fat Oil, Lip Oil, 12HR Hydration at Pay4more. High-shine lip gloss with 12-hour hydration in Newsfeed cherry pink shade. Non-sti...",NYX Professional Makeup,nyx-professional-makeup-fat-oil-lip-oil-12hr-hydration,"with, hydration, oil,","NYX PROFESSIONAL MAKEUP Fat Oil, Lip Oil, 12HR Hydration - NYX Professional Makeup"
P00073,"NYX Professional Makeup Lip Gloss, High Shine, Non-Sticky FInish, 12 Hours Hydrating, Fat Applicator, With Squalane, Raspberry and Cloudberry Oils, Fat Oil Lip Drip, Shade: NEWSFEED (Cherry pink)",NYX Professional Makeup Lip Gloss | NYX Professional Makeup,"fat, lip, with, non-sticky, cloudberry","Shop NYX Professional Makeup Lip Gloss, High Shine, Non-Sticky FInish, 12 Hours Hydrating, Fat Applicator, With Squalane, Raspberry and Cloudberry Oils, Fat ...",NYX Professional Makeup,nyx-professional-makeup-lip-gloss-high-shine-non-sticky-finish-12-hours-hydrating-fat-applicator-with-squalane-raspberry-and-cloudberry-oils-fat-oil-lip-drip-shade-newsfeed-cherry-pink,"non-sticky, cloudberry, with, squalane,, raspberry","NYX Professional Makeup Lip Gloss, High Shine, Non-Sticky FInish, 12 Hours Hydrating, Fat Applicator, With Squalane, Raspberry and Cloudberry Oils, Fat Oil Lip Drip, Shade: NEWSFEED (Cherry pink) - NYX Professional Makeup"
P00074,"NYX Professional Makeup Micro Brow Pencil, Dual- Ended Eyebrow Pencil, With Integrated Spoolie, For Natural Looking Brows, Vegan Formula, Ash Brown, 0.003 oz - .09g",NYX Professional Makeup Micro Brow Pencil | NYX Professio...,"for, with, and, eyebrow, natural","Shop NYX Professional Makeup Micro Brow Pencil, Dual- Ended Eyebrow Pencil, With Integrated Spoolie, For Natural Looking Brows, Vegan Formula, Ash Brown, 0.0...",NYX Professional Makeup,nyx-professional-makeup-micro-brow-pencil-dual--ended-eyebrow-pencil-with-integrated-spoolie-for-natural-looking-brows-vegan-formula-ash-brown-0003-oz---09g,"brow, pencil,, with, natural, vegan, eyebrow","NYX Professional Makeup Micro Brow Pencil, Dual- Ended Eyebrow Pencil, With Integrated Spoolie, For Natural Looking Brows, Vegan Formula, Ash Brown, 0.003 oz - .09g - NYX Professional Makeup"
P00075,Clarifying Serum BALANCE & CLARIFY 30ml/1.01fl.oz,Clarifying Serum BALANCE & CLARIFY 30ml/1.01fl.oz | BYOMA,"and, skin, clarifying, serum, gentle",Shop Clarifying Serum BALANCE & CLARIFY 30ml/1.01fl.oz at Pay4more. Gentle yet effective clarifying serum balances spot-prone skin while supporting barrier f...,BYOMA,clarifying-serum-balance--clarify-30ml101floz,"skin, gentle, serum, clarifying",Clarifying Serum BALANCE & CLARIFY 30ml/1.01fl.oz - BYOMA
P00076,Raptor Pro 6 Axis Cyro Drone,Raptor Pro 6 Axis Cyro Drone | Xtreme,"with, 4more., drone, for, at",Shop Raptor Pro 6 Axis Cyro Drone at Pay4more. Professional 6-axis gyro drone available at 4more electronics. Features HD camera recording 360-degree functio...,Xtreme,raptor-pro-6-axis-cyro-drone,"drone, 4more., with",Raptor Pro 6 Axis Cyro Drone - Xtreme
P00077,HOMIDO Virtual headset,HOMIDO Virtual headset | HOMIDO,"vr, with, for, headset, 4more.",Shop HOMIDO Virtual headset at Pay4more. Premium virtual reality headset now at 4more technology store. Compatible with most smartphones for immersive VR exp...,HOMIDO,homido-virtual-headset,"technology, 4more., virtual, with, headset",HOMIDO Virtual headset - HOMIDO
P00078,Super Enduring Brushless Motor Drone,Super Enduring Brushless Motor Drone | Drone Brand,"for, and, brushless, drone, with",Shop Super Enduring Brushless Motor Drone at Pay4more. Professional-grade drone with brushless motors for superior performance and durability. Extended fligh...,Drone Brand,super-enduring-brushless-motor-drone,"brushless, drone, with",Super Enduring Brushless Motor Drone - Drone Brand
P00079,Evenflo Advanced Double Electric Hospital-Strength Breast Pump,Evenflo Advanced Double Electric Hospital-Strength Breast...,"baby, and, double, electric, hospital-strength",Shop Evenflo Advanced Double Electric Hospital-Strength Breast Pump at Pay4more. Hospital-strength breast pump available at 4more baby care. Features double ...,Evenflo,evenflo-advanced-double-electric-hospital-strength-breast-pump,"baby, electric, 4more., breast, pump, double, hospital-strength",Evenflo Advanced Double Electric Hospital-Strength Breast Pump - Evenflo
P00080,Frida Mom Instant Heat Reusable Breast Warmers,Frida Mom Instant Heat Reusable Breast Warmers | Frida Mom,"with, instant, heat, reusable, breast",Shop Frida Mom Instant Heat Reusable Breast Warmers at Pay4more. Innovative breast warmers now at 4more health & wellness. Click-to-activate instant heat pro...,Frida Mom,frida-mom-instant-heat-reusable-breast-warmers,"heat, 4more., with, breast, reusable, instant, warmers",Frida Mom Instant Heat Reusable Breast Warmers - Frida Mom
P00081,Ray Padula 50ft FlexLite Premium Lightweight Hose,Ray Padula 50ft FlexLite Premium Lightweight Hose | Ray P...,"with, 4more., premium, lightweight, hose",Shop Ray Padula 50ft FlexLite Premium Lightweight Hose at Pay4more. Premium lightweight garden hose available at 4more home & garden. 50-foot length with kin...,Ray Padula,ray-padula-50ft-flexlite-premium-lightweight-hose,"4more., with, outdoor, hose, premium, lightweight",Ray Padula 50ft FlexLite Premium Lightweight Hose - Ray Padula
P00082,BLACK+DECKER Steam Iron,BLACK+DECKER Steam Iron | BLACK+DECKER,"steam, with, iron, 4more., at",Shop BLACK+DECKER Steam Iron at Pay4more. Professional steam iron now at 4more home appliances. Features advanced steam technology with vertical steam capabi...,BLACK+DECKER,blackdecker-steam-iron,"4more., with, iron, steam, home",BLACK+DECKER Steam Iron - BLACK+DECKER
P00083,Remington Pro Multi-Styler with Twist & Curl Technology Ceramic Multi,Remington Pro Multi-Styler with Twist & Curl Technology C...,"for, hair, ceramic, multi-styler, with",Shop Remington Pro Multi-Styler with Twist & Curl Technology Ceramic Multi at Pay4more. Professional multi-styler available at 4more beauty store. Features i...,Remington,remington-pro-multi-styler-with-twist--curl-technology-ceramic-multi,"twist, multi-styler, technology, 4more., with, hair, curl, ceramic",Remington Pro Multi-Styler with Twist & Curl Technology Ceramic Multi - Remington
P00084,"Cutter Eclipse Zone Mosquito Repellent Device, Outdoor Diffuser for Effective Mosquito Protection",Cutter Eclipse Zone Mosquito Repellent Device | Cutter,"for, mosquito, repellent, outdoor, protection","Shop Cutter Eclipse Zone Mosquito Repellent Device, Outdoor Diffuser for Effective Mosquito Protection at Pay4more. Outdoor mosquito repellent device creates...",Cutter,cutter-eclipse-zone-mosquito-repellent-device-outdoor-diffuser-for-effective-mosquito-protection,"repellent, protection, mosquito, outdoor, zone, effective","Cutter Eclipse Zone Mosquito Repellent Device, Outdoor Diffuser for Effective Mosquito Protection - Cutter"
P00085,Shark - Cyclone PET Handheld Vacuum with HyperVelocity Suction CH701,Shark - Cyclone PET Handheld Vacuum with HyperVelocity Su...,"for, handheld, vacuum, with, hypervelocity",Shop Shark - Cyclone PET Handheld Vacuum with HyperVelocity Suction CH701 at Pay4more. Powerful handheld vacuum with HyperVelocity suction technology. Ultra-...,Shark,shark---cyclone-pet-handheld-vacuum-with-hypervelocity-suction-ch701,"hypervelocity, vacuum, with, easy, handheld, suction",Shark - Cyclone PET Handheld Vacuum with HyperVelocity Suction CH701 - Shark
P00086,"LEGO 43226 Duos Disney - Nouveau.
","LEGO 43226 Duos Disney - Nouveau.
 | LEGO","lego, disney, for, and, duos","Shop LEGO 43226 Duos Disney - Nouveau.
 at Pay4more. LEGO Disney Duos set featuring beloved Disney character pairs. Includes multiple mini-figures and access...",LEGO,lego-43226-duos-disney---nouveau-,"disney, duos, lego, with","LEGO 43226 Duos Disney - Nouveau.
 - LEGO"
P00087,LEGO City Police Speedboat and Crooks' Hideout Pretend Play Toy (60417),LEGO City Police Speedboat and Crooks' Hideout Pretend Pl...,"and, police, lego, speedboat, city",Shop LEGO City Police Speedboat and Crooks' Hideout Pretend Play Toy (60417) at Pay4more. Action-packed LEGO City set with police speedboat and criminal hide...,LEGO,lego-city-police-speedboat-and-crooks-hideout-pretend-play-toy-60417,"police, lego, hideout, with, speedboat, city",LEGO City Police Speedboat and Crooks' Hideout Pretend Play Toy (60417) - LEGO
P00088,LEGO Indiana Jones and the Last Crusade Fighter Plane Chase (77012) Building Set,LEGO Indiana Jones and the Last Crusade Fighter Plane Cha...,"lego, and, with, plane, at",Shop LEGO Indiana Jones and the Last Crusade Fighter Plane Chase (77012) Building Set at Pay4more. Authentic LEGO Indiana Jones set available at 4more toys. ...,LEGO,lego-indiana-jones-and-the-last-crusade-fighter-plane-chase-77012-building-set,"indiana, lego, chase, 4more., jones, with, plane, fighter",LEGO Indiana Jones and the Last Crusade Fighter Plane Chase (77012) Building Set - LEGO
P00089,LEGO Creator 3 in 1 Super Robot Building Kit (31124),LEGO Creator 3 in 1 Super Robot Building Kit (31124) | LEGO,"lego, creator, super, robot, at",Shop LEGO Creator 3 in 1 Super Robot Building Kit (31124) at Pay4more. Versatile LEGO Creator set now at 4more toy store. Build 3 different models super robo...,LEGO,lego-creator-3-in-1-super-robot-building-kit-31124,"creator, robot, super, lego, 4more.",LEGO Creator 3 in 1 Super Robot Building Kit (31124) - LEGO
P00090,"FORTESSA Bistro 18/10 Stainless Steel Flatware, 20 Piece Place Setting with Table Knives, Forks and Spoons (Service for 4), Dishwasher-Safe, Mirrored",FORTESSA Bistro 18/10 Stainless Steel Flatware | FORTESSA,"for, forks, and, spoons, 18/10","Shop FORTESSA Bistro 18/10 Stainless Steel Flatware, 20 Piece Place Setting with Table Knives, Forks and Spoons (Service for 4), Dishwasher-Safe, Mirrored at...",FORTESSA,fortessa-bistro-1810-stainless-steel-flatware-20-piece-place-setting-with-table-knives-forks-and-spoons-service-for-4-dishwasher-safe-mirrored,"steel, table, 18/10, forks, stainless, bistro, dinner, spoons","FORTESSA Bistro 18/10 Stainless Steel Flatware, 20 Piece Place Setting with Table Knives, Forks and Spoons (Service for 4), Dishwasher-Safe, Mirrored - FORTESSA"
P00091,"Baby Brezza Bottle Sterilizer Dryer - Electric Steam Sterilizer Machine for Plastic and Glass Bottles, & Baby Product Parts & Accessories - Universal Fit",Baby Brezza Bottle Sterilizer Dryer - Electric Steam Ster...,"and, bottle, sterilizer, baby, for","Shop Baby Brezza Bottle Sterilizer Dryer - Electric Steam Sterilizer Machine for Plastic and Glass Bottles, & Baby Product Parts & Accessories - Universal Fi...",Baby Brezza,baby-brezza-bottle-sterilizer-dryer---electric-steam-sterilizer-machine-for-plastic-and-glass-bottles--baby-product-parts--accessories---universal-fit,"sterilize, universal, baby, dryer, sterilizer, bottle, only","Baby Brezza Bottle Sterilizer Dryer - Electric Steam Sterilizer Machine for Plastic and Glass Bottles, & Baby Product Parts & Accessories - Universal Fit - Baby Brezza"
P00092,"Dr. Brown's Clean Steam Bottle Sterilizer & Dryer, White NEW",Dr. Brown's Clean Steam Bottle Sterilizer & Dryer | Dr. B...,"dr., and, brown's, steam, bottle","Shop Dr. Brown's Clean Steam Bottle Sterilizer & Dryer, White NEW at Pay4more. Electric steam sterilizer eliminates 99.9% of bacteria and germs. Accommodates...",Dr. Brown's,dr-browns-clean-steam-bottle-sterilizer--dryer-white-new,"sterilizer, bottle, brown's, steam","Dr. Brown's Clean Steam Bottle Sterilizer & Dryer, White NEW - Dr. Brown's"
